title,company,location,url,date,deadline,department,description,requirements,position_type
אחר,אפרתה,אפרתה,https://namerz.moin.gov.il/showexternal/55286/1,2026-06-15,2026-06-30,רווחה,"רשות: אפרתה · מחוז: יהודה ושומרון · יחידה: רווחה · תחום: רווחה · דירוג: חינוך נוער חברה וקהילה · רמת השכלה: 12 שנות לימוד, בגרות · תאריך פרסום: 2026-06-15 · מועד הגשה: 2026-06-30 · מספר מכרז: 23/26",12 שנות לימוד; בגרות,
קצין ביקור סדיר,מגידו,מגידו,https://namerz.moin.gov.il/showexternal/55343/1,2026-06-16,2026-06-30,חינוך,רשות: מגידו · מחוז: צפון · יחידה: חינוך · תחום: חינוך · דירוג: עובדי חינוך נוער חברה וקהילה. בהתאם לנתוני השכלה. · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-16 · מועד הגשה: 2026-06-30 · מספר מכרז: 12/26,אקדמאית / חילופית בהתאם לחוק,
פסיכולוג חינוכי,שומרון,שומרון,https://namerz.moin.gov.il/showexternal/55408/1,2026-06-17,2026-06-30,חינוך,רשות: שומרון · מחוז: יהודה ושומרון · יחידה: חינוך · תחום: חינוך · דירוג: פסיכולוגים · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-17 · מועד הגשה: 2026-06-30 · מספר מכרז: 50/2026,אקדמאית / חילופית בהתאם לחוק,
רכז יעוץ לאזרח,שומרון,שומרון,https://namerz.moin.gov.il/showexternal/55410/1,2026-06-17,2026-06-30,רווחה,"רשות: שומרון · מחוז: יהודה ושומרון · יחידה: רווחה · תחום: רווחה · דירוג: מנהלי/ מח""ר · רמת השכלה: 12 שנות לימוד · תאריך פרסום: 2026-06-17 · מועד הגשה: 2026-06-30 · מספר מכרז: 44/2026",12 שנות לימוד,
אחר,שומרון,שומרון,https://namerz.moin.gov.il/showexternal/55413/1,2026-06-17,2026-06-30,שפע ותשתיות,"רשות: שומרון · מחוז: יהודה ושומרון · יחידה: שפ""ע ותשתיות · תחום: שפע ותשתיות · דירוג: הנדסאי · רמת השכלה: הנדסאי / טכנאי · תאריך פרסום: 2026-06-17 · מועד הגשה: 2026-06-30 · מספר מכרז: 37/2026",הנדסאי / טכנאי,
חשמלאי,שומרון,שומרון,https://namerz.moin.gov.il/showexternal/55414/2,2026-06-17,2026-06-30,בריאות,"רשות: שומרון · מחוז: יהודה ושומרון · יחידה: שפ""ע ותשתיות · תחום: בריאות · דירוג: מינהלי/ הנדסאי/ טכנאי · רמת השכלה: 12 שנות לימוד, הנדסאי / טכנאי · תאריך פרסום: 2026-06-17 · מועד הגשה: 2026-06-30 · מספר מכרז: 39/2026",12 שנות לימוד; הנדסאי / טכנאי,
מהנדס הרשות,מבשרת ציון,מבשרת ציון,https://namerz.moin.gov.il/showexternal/54931/2,2026-06-07,2026-06-30,הנדסה,רשות: מבשרת ציון · מחוז: ירושלים · יחידה: הנדסה · תחום: הנדסה · רמת השכלה: אדריכל / מהנדס · תאריך פרסום: 2026-06-07 · מועד הגשה: 2026-06-30 · מספר מכרז: 28/2026,אדריכל / מהנדס,
רכז מקצועי סביבתי,איגוד ערים אזור מפרץ חיפה - להגנת הסביבה,איגוד ערים אזור מפרץ חיפה - להגנת הסביבה,https://namerz.moin.gov.il/showexternal/55287/1,2026-06-14,2026-06-30,הגנת הסביבה,רשות: איגוד ערים אזור מפרץ חיפה - להגנת הסביבה · מחוז: חיפה · יחידה: הגנת הסביבה · תחום: הגנת הסביבה · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-14 · מועד הגשה: 2026-06-30 · מספר מכרז: 8.2026,אקדמאית / חילופית בהתאם לחוק,
מנהל מחלקה באיגוד ערים,איגוד ערים אזור מפרץ חיפה - להגנת הסביבה,איגוד ערים אזור מפרץ חיפה - להגנת הסביבה,https://namerz.moin.gov.il/showexternal/55307/1,2026-06-15,2026-06-30,איגוד ערים,רשות: איגוד ערים אזור מפרץ חיפה - להגנת הסביבה · מחוז: חיפה · יחידה: איגוד ערים · תחום: איגוד ערים · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-15 · מועד הגשה: 2026-06-30 · מספר מכרז: 6.2026,אקדמאית / חילופית בהתאם לחוק,
אחר,טירת כרמל,טירת כרמל,https://namerz.moin.gov.il/showexternal/55339/1,2026-06-16,2026-06-30,חינוך,רשות: טירת כרמל · מחוז: חיפה · יחידה: חינוך · תחום: חינוך · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-16 · מועד הגשה: 2026-06-30 · מספר מכרז: 2026-837,אקדמאית / חילופית בהתאם לחוק,
אחר,ראש העין,ראש העין,https://namerz.moin.gov.il/showexternal/53390/1,2026-04-30,2026-06-30,חינוך,רשות: ראש העין · מחוז: מרכז · יחידה: חינוך · תחום: חינוך · דירוג: שעתי · רמת השכלה: השכלה תיכונית · תאריך פרסום: 2026-04-30 · מועד הגשה: 2026-06-30 · מספר מכרז: 1010/2026,השכלה תיכונית,
פסיכולוג חינוכי,קרית ביאליק,קרית ביאליק,https://namerz.moin.gov.il/showexternal/54562/1,2026-05-28,2026-06-30,חינוך,רשות: קרית ביאליק · מחוז: חיפה · יחידה: חינוך · תחום: חינוך · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-05-28 · מועד הגשה: 2026-06-30 · מספר מכרז: מא/19/26,אקדמאית / חילופית בהתאם לחוק,
מנהל יחידת תיאום ובקרה,רהט,רהט,https://namerz.moin.gov.il/showexternal/54937/1,2026-06-07,2026-06-30,ניהול כללי,רשות: רהט · מחוז: דרום · יחידה: ניהול כללי · תחום: ניהול כללי · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-07 · מועד הגשה: 2026-06-30 · מספר מכרז: 05-2026,אקדמאית / חילופית בהתאם לחוק,
רכז פיתוח קהילתי - תעסוקתי,חצור הגלילית,חצור הגלילית,https://namerz.moin.gov.il/showexternal/55209/1,2026-06-11,2026-06-30,רווחה,רשות: חצור הגלילית · מחוז: צפון · יחידה: רווחה · תחום: רווחה · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-11 · מועד הגשה: 2026-06-30 · מספר מכרז: 106,אקדמאית / חילופית בהתאם לחוק,
בודק תכניות,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,https://namerz.moin.gov.il/showexternal/55290/2,2026-06-15,2026-06-30,הנדסה,רשות: מודיעין-מכבים-רעות · מחוז: מרכז · יחידה: הנדסה · תחום: הנדסה · דירוג: 37-41 · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-15 · מועד הגשה: 2026-06-30 · מספר מכרז: 85/2026,אקדמאית / חילופית בהתאם לחוק,
אחר,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,https://namerz.moin.gov.il/showexternal/55291/2,2026-06-15,2026-06-30,הנדסה,"רשות: מודיעין-מכבים-רעות · מחוז: מרכז · יחידה: הנדסה · תחום: הנדסה · דירוג: הנדסאי- 37-41, אדריכל/מהנדס- 38-41 · רמת השכלה: אקדמאית / חילופית בהתאם לחוק, הנדסאי / טכנאי · תאריך פרסום: 2026-06-15 · מועד הגשה: 2026-06-30 · מספר מכרז: 83/2026",אקדמאית / חילופית בהתאם לחוק; הנדסאי / טכנאי,
מפקח בכיר(חוקר) לתכנון ובניה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,https://namerz.moin.gov.il/showexternal/55292/2,2026-06-15,2026-06-30,הנדסה,"רשות: מודיעין-מכבים-רעות · מחוז: מרכז · יחידה: הנדסה · תחום: הנדסה · דירוג: 38-42 · רמת השכלה: אקדמאית / חילופית בהתאם לחוק, הנדסאי / טכנאי · תאריך פרסום: 2026-06-15 · מועד הגשה: 2026-06-30 · מספר מכרז: 82/2026",אקדמאית / חילופית בהתאם לחוק; הנדסאי / טכנאי,
מפקח בכיר(חוקר) לתכנון ובניה,גזר,גזר,https://namerz.moin.gov.il/showexternal/55313/2,2026-06-16,2026-06-30,הנדסה,"רשות: גזר · מחוז: מרכז · יחידה: הנדסה · תחום: הנדסה · דירוג: מח""ר/ הנדסאים · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-16 · מועד הגשה: 2026-06-30 · מספר מכרז: 51-2026",אקדמאית / חילופית בהתאם לחוק,
מזכיר משרד ברשות,גזר,גזר,https://namerz.moin.gov.il/showexternal/55315/2,2026-06-16,2026-06-30,ניהול כללי,רשות: גזר · מחוז: מרכז · יחידה: ניהול כללי · תחום: ניהול כללי · דירוג: מנהלי · רמת השכלה: 12 שנות לימוד · תאריך פרסום: 2026-06-16 · מועד הגשה: 2026-06-30 · מספר מכרז: 52-2026,12 שנות לימוד,
אחר,גזר,גזר,https://namerz.moin.gov.il/showexternal/55317/2,2026-06-16,2026-06-30,חינוך,"רשות: גזר · מחוז: מרכז · יחידה: חינוך · תחום: חינוך · דירוג: עו""סים · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-16 · מועד הגשה: 2026-06-30 · מספר מכרז: 53-2026",אקדמאית / חילופית בהתאם לחוק,
מדריך מוגנות לתלמידים ונוער במצבי סיכון,גזר,גזר,https://namerz.moin.gov.il/showexternal/55319/2,2026-06-16,2026-06-30,נוער תרבות וספורט,רשות: גזר · מחוז: מרכז · יחידה: נוער תרבות וספורט · תחום: נוער תרבות וספורט · דירוג: מנהלי · רמת השכלה: 12 שנות לימוד · תאריך פרסום: 2026-06-16 · מועד הגשה: 2026-06-30 · מספר מכרז: 54-2026,12 שנות לימוד,
עובד סוציאלי,קרית ביאליק,קרית ביאליק,https://namerz.moin.gov.il/showexternal/55324/1,2026-06-16,2026-06-30,רווחה,רשות: קרית ביאליק · מחוז: חיפה · יחידה: רווחה · תחום: רווחה · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-16 · מועד הגשה: 2026-06-30 · מספר מכרז: מא/25/26,אקדמאית / חילופית בהתאם לחוק,
מנהל יחידת החינוך היסודי,אשקלון,אשקלון,https://namerz.moin.gov.il/showexternal/55336/1,2026-06-16,2026-06-30,חינוך,רשות: אשקלון · מחוז: דרום · יחידה: חינוך · תחום: חינוך · דירוג: מנהל אגף 44 – 22 / הסכם קיבוצי מנהלי חינוך/ תיבחן העסקה בחוזה בכירים בהתאם לאישור משרד הפנים וועד עובדים · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-16 · מועד הגשה: 2026-06-30 · מספר מכרז: 68/2026,אקדמאית / חילופית בהתאם לחוק,
אחר,נווה מדבר,נווה מדבר,https://namerz.moin.gov.il/showexternal/55340/2,2026-06-16,2026-06-30,חינוך,"רשות: נווה מדבר · מחוז: דרום · יחידה: חינוך · תחום: חינוך · דירוג: מח""ר 38-40 · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-16 · מועד הגשה: 2026-06-30 · מספר מכרז: 19/26",אקדמאית / חילופית בהתאם לחוק,
קצין בטיחות בתעבורה,נווה מדבר,נווה מדבר,https://namerz.moin.gov.il/showexternal/55341/1,2026-06-16,2026-06-30,תחבורה,"רשות: נווה מדבר · מחוז: דרום · יחידה: תחבורה · תחום: תחבורה · דירוג: 6-8 מנהלי, מח""ר 36-38 · רמת השכלה: 12 שנות לימוד, קורסים נוספים כמפורט בקובץ · תאריך פרסום: 2026-06-16 · מועד הגשה: 2026-06-30 · מספר מכרז: 17/26",12 שנות לימוד; קורסים נוספים כמפורט בקובץ,
מנהל יישובי למאבק באלימות סמים ואלכוהול,נווה מדבר,נווה מדבר,https://namerz.moin.gov.il/showexternal/55342/2,2026-06-16,2026-06-30,תוכניות לאומיות,"רשות: נווה מדבר · מחוז: דרום · יחידה: תוכניות לאומיות · תחום: תוכניות לאומיות · דירוג: חינוך חברה ונוער( דרגה ע""פ השכלה) מח""ר 38-40 · רמת השכלה: אקדמאית / חילופית בהתאם לחוק · תאריך פרסום: 2026-06-16 · מועד הגשה: 2026-06-30 · מספר מכרז: 18/26",אקדמאית / חילופית בהתאם לחוק,
